,importance
BUREAU_ACTIVE_SUM_CREDIT_LIFE_TIME,0.05660314535014355
ORGANIZATION_TYPE_Business Entity,0.05658877426392352
NONLIVINGAPARTMENTS_MODE,0.0562742956396809
PREV_APP_APPROVED_FINISH_RATE_MEAN,0.05624018868732804
PREV_APP_PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,0.055843519248925014
PREV_APP_PREV_AMT_ANNUITY_STD,0.055516455366497124
CREDIT_CARD_12_MONTH_AMT_INST_MIN_REGULARITY_max,0.05550679225932028
CREDIT_CARD_12_MONTH_AMT_PAYMENT_TOTAL_CURRENT_sum,0.05536251845875986
POS_CASH_LONG_TERM_NUM_INSTALMENT,0.05534243515260484
PREV_APP_PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,0.05513678693207566
BUREAU_ACTIVE_SUM_CREDIT_180_DAYS,0.05499609528557329
PREV_APP_APPROVED_HOUR_APPR_PROCESS_START_working_hours_SUM,0.05492451831016621
PREV_APP_APPROVED_DURATION_MIN,0.0549205769914708
LIVINGAPARTMENTS_MODE,0.05476777406227731
BUREAU_ACTIVE_AMT_CREDIT_SUM_LIMIT,0.05465865764204369
REGION_RATING_CLIENT,0.0541555835877058
PREV_APP_PREV_CREDIT_ANNUITY_RATIO_MEAN,0.054099596587581116
PREV_APP_previous_application_days_decision_about_last_1_credits_mean,0.05401767968902996
BUREAU_SUM_OVERDUE_CARD,0.05340070327081803
BUREAU_SUM_DEBT_CARD,0.05306459873907214
CREDIT_CARD_AMT_PAYMENT_TOTAL_CURRENT_sum,0.05299017386562439
PREV_APP_PREV_NAME_CONTRACT_STATUS_Refused_SUM,0.05285219523251347
POS_CASH_SHORT_TERM_SK_ID_PREV,0.052739481475580885
PREV_APP_APPROVED_RATIO_APPLICATION_TO_ANNUITY_STD,0.05267727834156892
INSTALLMENTS_LATE_std,0.05228923230282952
NONLIVINGAPARTMENTS_AVG,0.05224583216516232
BUREAU_GENERAL_BUREAU_CREDIT_DEBT_RATIO_var,0.05222442072226067
BUREAU_GENERAL_AMT_CREDIT_SUM_OVERDUE_sum,0.052065563261575715
BUREAU_ACTIVE_LAST_180_DAYS,0.051888597537702016
BUREAU_SUM_DEBT_MORTGAGE,0.05158846846164791
PREV_APP_PREV_NAME_PORTFOLIO_POS_MEAN,0.05144988827246552
POS_CASH_SHORT_TERM_LAST_12_MONTHS,0.051216922460012596
BUREAU_GENERAL_DEBT_PERCENTAGE_mean,0.05094477733639231
PREV_APP_previous_application_term_of_last_5_credits_mean,0.05064349958729145
CREDIT_CARD_6_MONTH_AMT_PAYMENT_TOTAL_CURRENT_sum,0.0505695404152802
DEBT_BURDEN_PER_WORKING_DAY,0.050325780288600463
PREV_APP_REFUSED_AMT_ANNUITY_STD,0.05015199395887142
CREDIT_CARD_AMT_DRAWINGS_ATM_CURRENT_std,0.05012149467580684
INSTALLMENTS_EARLYNESS_LAST_365_DAYS_mean,0.04951007640427654
INSTALLMENTS_PAYMENT_EARLYNESS_LAST_365_DAYS_mean,0.04951007640427654
APARTMENTS_MEDI,0.04913565708403874
FLAG_WORK_PHONE,0.048825530087639755
REG_REGION_NOT_WORK_REGION,0.04849515837277985
PREV_APP_APPROVED_RATIO_GOODS_TO_ANNUITY_STD,0.04848045433795342
PREV_APP_PREV_AMT_DOWN_PAYMENT_SKEW,0.0482455041731817
PREV_APP_REFUSED_AMT_APPLICATION_MAX,0.04768967240739955
BUREAU_CLOSE_SUM_CREDIT_LIFE_TIME,0.04757687339916986
INSTALLMENTS_PAYMENT_LAST_60_DAYS_sum,0.0471010848733078
INSTALLMENTS_PAYMENT_LAST_180_DAYS_sum_SHORT_TERM,0.046511662478067255
PREV_APP_PREV_AMT_ANNUITY_MAX,0.0458138835208172
INSTALLMENTS_EARLYNESS_LAST_730_DAYS_sum,0.045492482700341216
INSTALLMENTS_PAYMENT_EARLYNESS_LAST_730_DAYS_sum,0.045492482700341216
BUREAU_AMT_CREDIT_MEAN_y,0.045458531687110705
CREDIT_CARD_12_MONTH_AMT_CREDIT_LIMIT_ACTUAL_std,0.045307100267182716
INSTALLMENTS_PAYMENT_LAST_365_DAYS_mean,0.04518326311327185
BUREAU_GENERAL_ENDDATE_DIF_mean,0.04501510781695237
